Platform,Institution,Title,Level,Price,Language,Rating,n_Students,Type,Subject
edX,Universitat Politècnica de Valencia,Bases Matemáticas: Derivadas,Beginner,50.0,Español,3,24301,Self-paced on your time,Math
edX,Universitat Politècnica de Valencia,Buscar en Internet,Beginner,49.0,Español,5,27320,Self-paced on your time,Computer Science
edX,University of Pennsylvania,Big Data and Education,Advanced,169.0,English,1,14909,Self-paced on your time,Data Analysis & Statistics
edX,Chalmers University of Technology,Model-Based Automotive Systems Engineering,Advanced,249.0,English,5,13857,Instructor-led on a course schedule,Engineering
edX,The Linux Foundation,Introduction to Hyperledger Blockchain Technologies,Beginner,199.0,English,5,138884,Self-paced on your time,Business & Management
edX,University of Adelaide,MathTrackX: Integral Calculus,Beginner,79.0,English,4,0,Self-paced on your time,Math
edX,Delft University of Technology,Solar Energy Engineering: Comprehensive Exams,Advanced,250.0,English,2,0,Self-paced on your time,Engineering
edX,NYIF,Mercados de capital y participantes claves,Beginner,49.0,Español,5,7210,Self-paced on your time,Economics & Finance
edX,Universitat Politècnica de Valencia,Introducción al desarrollo de videojuegos con Unity,Intermediate,50.0,Español,5,27474,Self-paced on your time,Computer Science
edX,Imperial College London,Incorporating Renewable Energy in Electricity Grids,Intermediate,49.0,English,5,10430,Self-paced on your time,Energy & Earth Sciences
edX,Universidad Galileo,Herramientas de la Inteligencia de Negocios,Beginner,49.0,Español,4,24130,Self-paced on your time,Data Analysis & Statistics
edX,Salisbury University-University System of Maryland,Overview & Management of Parkinson’s Disease,Intermediate,49.0,English,5,0,Self-paced on your time,Medicine
edX,Universidades Anáhuac,Conociendo los costos,Intermediate,49.0,Español,5,0,Self-paced on your time,Economics & Finance
edX,"The University of Maryland, College Park-University System of Maryland",Sprint Planning for Faster Agile Team Delivery,Advanced,199.0,English,4,10654,Self-paced on your time,Engineering
edX,Delft University of Technology,Introduction to Water and Climate,Intermediate,50.0,English,5,36320,Self-paced on your time,Engineering
edX,The University of Iceland,The Medieval Icelandic Sagas,Intermediate,50.0,English,5,11176,Self-paced on your time,Humanities
edX,Rochester Institute of Technology,Visual Presentation,Beginner,199.0,English,3,0,Self-paced on your time,Communication
edX,The University of Michigan,Community Engagement: Collaborating for Change,Beginner,49.0,English,2,11818,Self-paced on your time,Social Sciences
edX,Universitat Politècnica de Valencia,Introducción al Internet de las Cosas (IoT),Beginner,50.0,Español,4,6322,Self-paced on your time,Electronics
edX,University System of Maryland-University of Maryland Global Campus,"Proteins: Alignment, Analysis and Structure",Advanced,249.0,English,2,23560,Instructor-led on a course schedule,Biology & Life Sciences
edX,IBM,AI Applications with Watson,Intermediate,99.0,English,5,9173,Self-paced on your time,Computer Science
edX,Rochester Institute of Technology,Data Analytics and Visualization in Health Care,Advanced,249.0,English,4,7304,Self-paced on your time,Data Analysis & Statistics
edX,The University of Queensland,Question Everything: Scientific Thinking in Real Life,Beginner,59.0,English,5,34279,Self-paced on your time,Math
edX,Doane University,Introduction to Lifestyle Medicine,Beginner,79.0,English,5,9002,Self-paced on your time,Biology & Life Sciences
edX,The University of Michigan,"Social Work Practice with Individuals, Families, and Small Groups",Advanced,199.0,English,4,16134,Self-paced on your time,Social Sciences
edX,Tsinghua University,Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,Beginner,49.0,中文,1,6938,Self-paced on your time,Medicine
edX,Columbia University,Indian & Tibetan River of Buddhism,Intermediate,49.0,English,3,6738,Self-paced on your time,Humanities
edX,Universidad Nacional de Córdoba,Compostaje Orgánico en Casa,Beginner,29.0,Español,2,0,Instructor-led on a course schedule,Environmental Studies
edX,Babson College,Financial Analysis for Decision Making,Beginner,199.0,English,4,39156,Self-paced on your time,Business & Management
edX,Doane University,Lifestyle Medicine Treatments of Chronic Disease – Part 1,Intermediate,179.0,English,4,5668,Self-paced on your time,Medicine
edX,Amazon Web Services,Building Containerized Applications on AWS,Intermediate,99.0,English,4,6128,Self-paced on your time,Computer Science
edX,"The University of Maryland, College Park-University System of Maryland",Effective Communication for Program and Project Stakeholders and Teams,Beginner,199.0,English,1,0,Self-paced on your time,Business & Management
edX,DelftXRWTHx-Delft University of Technology-RWTH Aachen University,Biobased Products for a Sustainable (Bio)economy,Beginner,50.0,English,3,6951,Self-paced on your time,Biology & Life Sciences
edX,The University of Michigan,Social Work Practice: Advocating Social Justice and Change,Beginner,49.0,English,2,19603,Self-paced on your time,Social Sciences
edX,The University of Queensland,Anthropology of Current World Issues,Beginner,99.0,English,5,44821,Instructor-led on a course schedule,Humanities
edX,Curtin University,Buyer Behaviour and Analysis,Advanced,199.0,English,4,19717,Instructor-led on a course schedule,Communication
edX,The University of Queensland,Idea Development: Create and Implement Innovative Ideas,Intermediate,249.0,English,4,11501,Self-paced on your time,Business & Management
edX,Massachusetts Institute of Technology,Analysis of Transport Phenomena I: Mathematical Methods,Advanced,149.0,English,3,9169,Instructor-led on a course schedule,Engineering
edX,The University of Queensland,Leading the Organization,Intermediate,249.0,English,4,14998,Self-paced on your time,Business & Management
edX,The International Monetary Fund,"Financial Programming and Policies, Part 2: Program Design",Intermediate,25.0,English,3,19330,Self-paced on your time,Economics & Finance
edX,The Linux Foundation,Introduction to Open Source Networking Technologies,Beginner,169.0,English,4,17436,Self-paced on your time,Computer Science
edX,Université de Montréal,Deep Learning Essentials,Intermediate,149.0,English,3,5018,Self-paced on your time,Computer Science
edX,Universidad Galileo,Estadística Aplicada a los Negocios,Beginner,49.0,Español,4,25295,Self-paced on your time,Data Analysis & Statistics
edX,"University of California, Berkeley","English for Journalists, Part 2",Intermediate,49.0,English,4,22814,Self-paced on your time,Communication
edX,Cornell University,Teaching & Learning in the Diverse Classroom,Beginner,99.0,English,4,7104,Instructor-led on a course schedule,Education & Teacher Training
edX,Universidad Carlos III de Madrid,Fundamentals of Microeconomics | Fundamentos de Microeconomía,Beginner,129.0,English,3,18456,Self-paced on your time,Social Sciences
edX,Amazon Web Services,Migrating to the AWS Cloud,Intermediate,49.0,English,4,0,Self-paced on your time,Computer Science
edX,Curtin University,IoT Networks and Protocols,Beginner,199.0,English,4,22136,Self-paced on your time,Computer Science
edX,Stanford University,"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",Beginner,50.0,English,2,0,Self-paced on your time,History
edX,Harvard University,China’s First Empires and the Rise of Buddhism,Beginner,139.0,English,4,46053,Self-paced on your time,History
edX,Pontificia Universidad Javeriana,Apnea y Trastornos del Sueño,Beginner,49.0,Español,5,14902,Self-paced on your time,Health & Safety
edX,Inter-American Development Bank,Educación sobre el cambio climático,Beginner,25.0,Español,2,23253,Self-paced on your time,Education & Teacher Training
edX,Massachusetts Institute of Technology,Quantum Mechanics: A First Course,Advanced,149.0,English,3,0,Instructor-led on a course schedule,Physics
edX,Delft University of Technology,Urban Sewage Treatment,Intermediate,50.0,English,3,40408,Self-paced on your time,Engineering
edX,University of Hong Kong,Doing Gender and Why it Matters,Beginner,99.0,English,5,6826,Self-paced on your time,Social Sciences
edX,Berklee College of Music,Producción musical y su efecto en la composición,Beginner,49.0,Español,4,7869,Self-paced on your time,Music
edX,The Hong Kong University of Science and Technology,"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",Intermediate,70.0,English,2,12425,Self-paced on your time,Electronics
edX,Harvard University,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",Beginner,99.0,English,4,9340,Self-paced on your time,Music
edX,Universidades Anáhuac,Modelos predictivos con Machine Learning,Intermediate,49.0,Español,2,5102,Self-paced on your time,Computer Science
edX,Indian Institute of Management Bangalore,Quantitative Marketing Research,Beginner,50.0,English,4,0,Self-paced on your time,Business & Management
edX,Université catholique de Louvain,Les fondements de la stratégie d’entreprise,Beginner,150.0,Français,3,33021,Instructor-led on a course schedule,Business & Management
edX,Delft University of Technology,Solar Energy: Integration of Photovoltaic Systems in Microgrids,Advanced,250.0,English,5,20068,Instructor-led on a course schedule,Engineering
edX,Delft University of Technology,"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",Intermediate,99.0,English,5,12630,Self-paced on your time,Computer Science
edX,The Georgia Institute of Technology,Probability and Statistics I:  A Gentle Introduction to Probability,Intermediate,199.0,English,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Universidad Galileo,Introducción a las ecuaciones diferenciales,Intermediate,49.0,Español,2,9868,Self-paced on your time,Math
edX,Rolls-Royce,Agile Mindset Introduction,Beginner,49.0,English,5,0,Self-paced on your time,Data Analysis & Statistics
edX,The University of Queensland,Tropical coastal ecosystems,Beginner,99.0,English,4,23031,Self-paced on your time,Biology & Life Sciences
edX,Harvard University,Modern China’s Foundations: The Manchus and the Qing,Beginner,139.0,English,5,47166,Self-paced on your time,History
edX,IBM,El método de ciencia de datos,Beginner,39.0,Español,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Amazon Web Services,AWS Developer: Deploying on AWS,Advanced,149.0,English,1,25244,Self-paced on your time,Computer Science
edX,ETH Zurich,Autonomous Mobile Robots,Intermediate,50.0,English,1,62362,Self-paced on your time,Computer Science
edX,Inter-American Development Bank,Gestión por resultados para gobiernos subnacionales,Beginner,25.0,Español,5,65955,Self-paced on your time,Business & Management
edX,The University of Texas of the Permian Basin,Introduction to Sociology,Beginner,139.0,English,2,10412,Self-paced on your time,Social Sciences
edX,Pontificia Universidad Javeriana,Transformación digital en las empresas,Beginner,49.0,Español,5,0,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,Desafios e oportunidades na economia digital,Beginner,25.0,Português,4,6913,Self-paced on your time,Economics & Finance
edX,Massachusetts Institute of Technology,"Cellular Solids Part 1: Structures, Properties and Engineering Applications",Advanced,99.0,English,4,7186,Self-paced on your time,Engineering
edX,Kyoto University,Introduction to Statistical Methods for Gene Mapping,Advanced,49.0,English,4,15419,Self-paced on your time,Data Analysis & Statistics
edX,Universidad Autónoma de Madrid,Cómo vivir una vida saludable y activa,Beginner,49.0,Español,2,8990,Self-paced on your time,Social Sciences
edX,MandarinX,Mandarin Chinese Level 3,Intermediate,149.0,English,4,8418,Self-paced on your time,Language
edX,Stanford University,Databases: Advanced Topics in SQL,Beginner,50.0,English,5,0,Self-paced on your time,Computer Science
edX,Inter-American Development Bank,Data for Effective Policy Making,Beginner,25.0,English,4,13797,Self-paced on your time,Math
edX,Dartmouth_IMTx-Dartmouth College-IMT,C Programming: Using Linux Tools and Libraries,Intermediate,49.0,English,4,13912,Self-paced on your time,Computer Science
edX,Technische Universität München,Lernen objekt-orientierter Programmierung,Beginner,49.0,Deutsch,4,10657,Instructor-led on a course schedule,Computer Science
edX,University of Washington,Cybersecurity: The CISO's View,Beginner,199.0,English,5,21507,Self-paced on your time,Computer Science
edX,Red Hat,Fundamentals of Java EE Development,Intermediate,99.0,English,2,10129,Self-paced on your time,Computer Science
edX,University System of Maryland-University of Maryland Global Campus,"Instructional Design: Digital Media, New Tools and Technology",Intermediate,299.0,English,3,16419,Self-paced on your time,Education & Teacher Training
edX,Massachusetts Institute of Technology,Molecular Biology – Part 3: RNA Processing and Translation,Advanced,99.0,English,2,16520,Self-paced on your time,Biology & Life Sciences
edX,The Smithsonian Institution,Power and Responsibility: Doing Philosophy with Superheroes,Beginner,49.0,English,5,8517,Self-paced on your time,Art & Culture
edX,Universitat Politècnica de Valencia,Aprendizaje automático y ciencia de datos,Intermediate,50.0,Español,3,13994,Self-paced on your time,Computer Science
edX,Delft University of Technology,Sustainable Urban Freight Transport: A Global Perspective,Beginner,50.0,English,2,7769,Self-paced on your time,Engineering
edX,University of Adelaide,MathTrackX: Statistics,Beginner,79.0,English,5,0,Self-paced on your time,Math
edX,Universitat Politècnica de Valencia,Técnicas Cuantitativas y Cualitativas para la Investigación,Intermediate,65.0,Español,5,29885,Self-paced on your time,Data Analysis & Statistics
edX,University of Washington,Strategic Applications of IT Project & Program Management,Beginner,199.0,English,2,17914,Self-paced on your time,Business & Management
edX,Harvard University,Advanced Bioconductor,Advanced,149.0,English,2,26063,Self-paced on your time,Data Analysis & Statistics
edX,Stanford University,What Every Provider Should Know: Clinical Fundamentals,Beginner,50.0,English,4,0,Self-paced on your time,Medicine
edX,Pontificia Universidad Javeriana,Análisis e interpretación de información económica y financiera,Intermediate,49.0,Español,2,5891,Self-paced on your time,Economics & Finance
edX,Amazon Web Services,AWS IoT: Developing and Deploying an Internet of Things,Intermediate,99.0,English,5,8884,Self-paced on your time,Computer Science
edX,SDG Academy,Measuring Sustainable Development,Intermediate,25.0,English,2,0,Self-paced on your time,Data Analysis & Statistics
edX,The University of Texas at Austin,Embedded Systems - Shape The World: Multi-Threaded Interfacing,Intermediate,49.0,English,4,27814,Self-paced on your time,Computer Science
edX,University of Hong Kong,Hong Kong Cinema through a Global Lens | 全球化下的香港电影,Beginner,50.0,English,4,12458,Instructor-led on a course schedule,Humanities
edX,École polytechnique fédérale de Lausanne,Image Processing and Analysis for Life Scientists,Intermediate,199.0,English,4,8621,Self-paced on your time,Data Analysis & Statistics
edX,Universidad Autónoma de Madrid,La protección del menor,Beginner,49.0,Español,2,7654,Self-paced on your time,Law
edX,SDG Academy,Globalization: Past and Future,Beginner,25.0,English,5,10127,Self-paced on your time,History
edX,The Smithsonian Institution,Star Trek: Inspiring Culture and Technology,Beginner,40.0,English,3,6521,Self-paced on your time,History
edX,Inter-American Development Bank,Qué funciona en educación: políticas educativas basadas en evidencia,Beginner,25.0,Español,2,15701,Self-paced on your time,Education & Teacher Training
edX,IBM,"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",Beginner,99.0,English,5,0,Self-paced on your time,Computer Science
edX,Massachusetts Institute of Technology,Tools for Academic Engagement in Public Policy,Beginner,199.0,English,4,5035,Self-paced on your time,Communication
edX,Wits University,Theory of Change for Development,Beginner,199.0,English,5,10736,Self-paced on your time,Social Sciences
edX,Tokyo Institute of Technology,Monozukuri: Making Things,Beginner,49.0,English,4,0,Self-paced on your time,Engineering
edX,Davidson College,Drug Discovery & Medicinal Chemistry,Intermediate,99.0,English,2,0,Self-paced on your time,Medicine
edX,University of Hong Kong,Digital Biomaterials,Beginner,149.0,English,2,0,Self-paced on your time,Medicine
edX,SDG Academy,Natural Resources for Sustainable Development,Intermediate,49.0,English,5,9668,Self-paced on your time,Energy & Earth Sciences
edX,Dartmouth College,Omnichannel Strategy and Management,Intermediate,99.0,English,5,15860,Self-paced on your time,Business & Management
edX,Doane University,General Overview of Cannabis and the Industry’s Outlook and Professions,Beginner,199.0,English,2,5048,Self-paced on your time,Environmental Studies
edX,Amazon Web Services,Amazon SageMaker: Simplifying Machine Learning Application Development,Intermediate,99.0,English,2,11765,Self-paced on your time,Computer Science
edX,Universitat Politècnica de Valencia,Formulación y nomenclatura de compuestos químicos,Beginner,49.0,Español,5,12748,Self-paced on your time,Chemistry
edX,LOGYCA,Introducción a la factura electrónica,Intermediate,49.0,Español,4,5829,Self-paced on your time,Economics & Finance
edX,Columbia University,Demand and Supply Analytics,Intermediate,249.0,English,3,23585,Instructor-led on a course schedule,Business & Management
edX,IMT,Advanced Algorithmics and Graph Theory with Python,Intermediate,49.0,English,4,13502,Self-paced on your time,Computer Science
edX,Tokyo Institute of Technology,Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,Intermediate,59.0,English,1,0,Self-paced on your time,Architecture
edX,Universitat Politècnica de Valencia,Diagramas UML estructurales para la Ingeniería del Software,Beginner,50.0,Español,4,5820,Self-paced on your time,Computer Science
edX,Imperial College London,"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",Intermediate,49.0,English,5,6232,Self-paced on your time,Math
edX,Universitat Politècnica de Valencia,Fundamentos de Mecánica para Ingeniería,Beginner,49.0,Español,5,14219,Self-paced on your time,Physics
edX,University of Washington,Leadership and Management for PM Practitioners in IT,Beginner,199.0,English,4,21949,Self-paced on your time,Business & Management
edX,Massachusetts Institute of Technology,Entrepreneurship 103: Show Me The Money,Beginner,300.0,English,1,15184,Self-paced on your time,Business & Management
edX,Universidad Carlos III de Madrid,Historia de la ética,Beginner,29.0,Español,4,9383,Self-paced on your time,Philosophy & Ethics
edX,Wageningen University & Research,Drainage in Agriculture: controlling water and salt levels in the soil,Advanced,49.0,English,4,0,Self-paced on your time,Environmental Studies
edX,Universitat Politècnica de Valencia,Radio para internet con Podcast: creación y conceptos básicos,Beginner,50.0,Español,2,6460,Self-paced on your time,Communication
edX,Universidad Galileo,Introducción a los circuitos eléctricos,Intermediate,49.0,Español,5,11953,Self-paced on your time,Electronics
edX,Davidson Next,AP® Physics 1: Challenging Concepts,Beginner,49.0,English,3,12145,Self-paced on your time,Physics
edX,The Hong Kong University of Science and Technology,Introduction to Java Programming – Part 2,Beginner,99.0,English,4,71203,Self-paced on your time,Computer Science
edX,Davidson Next,AP® Macroeconomics,Beginner,49.0,English,4,29433,Self-paced on your time,Economics & Finance
edX,Inter-American Development Bank,Climate Change Education,Beginner,25.0,English,4,12056,Self-paced on your time,Education & Teacher Training
edX,Universidad Autónoma de Madrid,"Introducción al griego clásico: verbos, oraciones y filosofía",Beginner,49.0,Español,5,0,Self-paced on your time,Language
edX,IBM,Applied Deep Learning Capstone Project,Advanced,99.0,English,5,8429,Self-paced on your time,Data Analysis & Statistics
edX,University of Hong Kong,FinTech Ethics and Risks,Beginner,199.0,English,4,10696,Self-paced on your time,Economics & Finance
edX,Tsinghua University,User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,Advanced,139.0,English,1,23828,Self-paced on your time,Engineering
edX,Universidad Carlos III de Madrid,The Conquest of Space: Space Exploration and Rocket Science,Beginner,129.0,English,3,19926,Self-paced on your time,Engineering
edX,Wageningen University & Research,Business Strategy and Operations in a Biobased Economy,Advanced,149.0,English,4,0,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,What Works in Education: Evidence-Based Education Policies,Beginner,25.0,English,5,5540,Self-paced on your time,Education & Teacher Training
edX,Delft University of Technology,Electric Cars: Business,Intermediate,50.0,English,5,14199,Self-paced on your time,Business & Management
edX,Massachusetts Institute of Technology,Thermodynamics of Materials,Intermediate,150.0,English,2,0,Self-paced on your time,Engineering
edX,Massachusetts Institute of Technology,Mechanics: Momentum and Energy,Intermediate,49.0,English,5,14846,Self-paced on your time,Physics
edX,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Co-Creating Sustainable Cities,Advanced,49.0,English,4,12415,Self-paced on your time,Social Sciences
edX,Universidad Autónoma de Madrid,Cómo educar teniendo en cuenta la muerte,Beginner,49.0,Español,4,0,Self-paced on your time,Education & Teacher Training
edX,Kyoto University,Introduction to Animal Ethics,Beginner,49.0,English,5,6608,Self-paced on your time,Philosophy & Ethics
edX,Rochester Institute of Technology,Teamwork & Collaboration,Beginner,199.0,English,4,0,Self-paced on your time,Communication
edX,The University of Michigan,Grant Writing and Crowdfunding for Public Libraries,Beginner,49.0,English,4,12853,Self-paced on your time,Humanities
edX,The University of Michigan-Microsoft Education,Leading Ambitious Teaching and Learning,Advanced,199.0,English,3,24273,Self-paced on your time,Education & Teacher Training
edX,"The University of Maryland, College Park-University System of Maryland",Financing Innovative Ventures,Beginner,149.0,English,2,0,Self-paced on your time,Business & Management
edX,Imperial College London,"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",Intermediate,49.0,English,4,0,Self-paced on your time,Math
edX,New York University,Theories of Media and Technology,Beginner,249.0,English,1,0,Instructor-led on a course schedule,Art & Culture
edX,Universitat Politècnica de Valencia,Introducción a la Estructura de la Materia,Beginner,25.0,Español,4,11859,Self-paced on your time,Chemistry
edX,Ural Federal University,"Batteries, Fuel Cells, and their Role in Modern Society",Beginner,49.0,English,4,11865,Self-paced on your time,Science
edX,Catalyst,Communication Skills for Dialoguing Across Difference,Beginner,25.0,English,5,60943,Self-paced on your time,Communication
edX,Curtin University,Social Media: How Media Got Social,Beginner,139.0,English,3,13616,Self-paced on your time,Communication
edX,University of Washington,"Portfolio Management, Governance, & the PMO",Beginner,199.0,English,4,17299,Self-paced on your time,Business & Management
edX,edX,edX101: Overview of Creating an edX Course,Beginner,99.0,English,2,22327,Self-paced on your time,Education & Teacher Training
edX,Universidad Autónoma de Madrid,"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",Beginner,49.0,Español,4,0,Self-paced on your time,Education & Teacher Training
edX,"The University of Maryland, College Park-University System of Maryland",Data Analysis for Decision Making,Advanced,214.0,English,4,8342,Instructor-led on a course schedule,Business & Management
edX,KU Leuven University,UML Class Diagrams for Software Engineering,Beginner,49.0,English,2,33710,Self-paced on your time,Computer Science
edX,Boston University,Driving Digital Innovation through Experimentation,Advanced,399.0,English,3,16904,Instructor-led on a course schedule,Computer Science
edX,The International Monetary Fund,Compilation Basics for Macroeconomic Statistics,Beginner,25.0,English,2,6570,Self-paced on your time,Data Analysis & Statistics
edX,Inter-American Development Bank,Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,Beginner,25.0,Español,4,20189,Self-paced on your time,Engineering
edX,Wageningen University & Research,From Fossil Resources to Biomass: A Chemistry Perspective,Advanced,149.0,English,3,5464,Self-paced on your time,Energy & Earth Sciences
edX,Wits University,System Dynamics for Health Sciences,Intermediate,139.0,English,2,15157,Self-paced on your time,Medicine
edX,Universidad del Rosario,Internet de las cosas (IoT) y Big Data,Intermediate,49.0,Español,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Tecnológico de Monterrey,Introducción a Ciencias de Datos y Estadística Básica para Negocios,Advanced,49.0,Español,4,0,Self-paced on your time,Data Analysis & Statistics
edX,The University of Queensland,Introduction to Psychological Research Methods,Beginner,99.0,English,2,17087,Self-paced on your time,Humanities
edX,Delft University of Technology,Sustainable Packaging in a Circular Economy,Intermediate,50.0,English,3,6277,Self-paced on your time,Design
edX,Delft University of Technology,Design in Healthcare: Using Patient Journey Mapping,Beginner,129.0,English,4,17946,Self-paced on your time,Design
edX,Universidad Nacional de Córdoba,"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",Intermediate,99.0,Español,4,0,Self-paced on your time,Biology & Life Sciences
edX,Massachusetts Institute of Technology,"Electronic, Optical, and Magnetic Properties of Materials",Advanced,150.0,English,4,9717,Instructor-led on a course schedule,Engineering
edX,Universidad Autónoma de Madrid,La España del Quijote,Beginner,19.0,Español,4,13277,Self-paced on your time,History
edX,University of Adelaide,Risk Management for Projects,Beginner,199.0,English,2,22269,Self-paced on your time,Business & Management
edX,The Smithsonian Institution,Smithsonian’s Objects That Define America,Beginner,50.0,English,2,9071,Self-paced on your time,Humanities
edX,Harvard University,Creating Modern China: The Republican Period to the Present,Beginner,139.0,English,3,43045,Self-paced on your time,History
edX,Université catholique de Louvain,Discover Political Science,Intermediate,50.0,English,2,6573,Instructor-led on a course schedule,Social Sciences
edX,"University of California, Berkeley",Data Science: Inferential Thinking through Simulations,Beginner,199.0,English,4,17505,Self-paced on your time,Computer Science
edX,University of Adelaide,Programming for Data Science,Beginner,199.0,English,4,41268,Self-paced on your time,Computer Science
edX,The International Monetary Fund,Public Sector Debt Statistics,Intermediate,25.0,English,3,0,Self-paced on your time,Economics & Finance
edX,Chalmers University of Technology,Sensor Fusion and Non-linear Filtering for Automotive Systems,Advanced,299.0,English,4,9709,Instructor-led on a course schedule,Engineering
edX,Universitat Politècnica de Valencia,Creación musical con Soundcool: Introducción,Beginner,30.0,Español,5,0,Self-paced on your time,Music
edX,Harvard University,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,Beginner,49.0,English,4,8222,Self-paced on your time,Humanities
edX,Delft University of Technology,The Quantum Internet and Quantum Computers: How Will They Change the World?,Beginner,50.0,English,4,15014,Self-paced on your time,Science
edX,Wits University,Research Methods: An Engineering Approach,Beginner,169.0,English,3,20444,Self-paced on your time,Engineering
edX,Universidad Autónoma de Madrid,Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,Beginner,49.0,Español,5,15349,Self-paced on your time,Philosophy & Ethics
edX,Babson College,Rise to Leadership: Become a CEO,Intermediate,199.0,English,5,16719,Self-paced on your time,Business & Management
edX,University of Washington,Building a Cybersecurity Toolkit,Beginner,199.0,English,5,23275,Self-paced on your time,Computer Science
edX,Universidad Galileo,Marketing your Android apps,Intermediate,49.0,English,5,0,Self-paced on your time,Engineering
edX,Arm Education,Embedded Systems Essentials with Arm: Getting Started,Intermediate,149.0,English,3,0,Self-paced on your time,Computer Science
edX,Curtin University,Life with Diabetes,Beginner,139.0,English,5,12318,Self-paced on your time,Medicine
edX,University of Adelaide,Human Reproduction,Intermediate,169.0,English,4,5517,Self-paced on your time,Biology & Life Sciences
edX,Columbia University,Enabling Technologies for Data Science and Analytics: The Internet of Things,Beginner,99.0,English,3,71290,Self-paced on your time,Computer Science
edX,Australian National University,Astrophysics: Exploring Exoplanets,Intermediate,50.0,English,4,48539,Self-paced on your time,Physics
edX,Stanford University,Unconventional Reservoir Geomechanics,Beginner,129.0,English,4,0,Self-paced on your time,Energy & Earth Sciences
edX,Queen’s University,Strategic Account Management,Beginner,149.0,English,3,0,Self-paced on your time,Business & Management
edX,IBM,PyTorch Basics for Machine Learning,Beginner,39.0,English,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Universidad Galileo,Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,Intermediate,49.0,Español,2,14266,Self-paced on your time,Humanities
edX,The Linux Foundation,Introduction to Cloud Foundry and Cloud Native Software Architecture,Beginner,169.0,English,4,24444,Self-paced on your time,Computer Science
edX,LOGYCA,Gestión de compras eficientes para tu empresa,Beginner,25.0,Español,1,0,Self-paced on your time,Engineering
edX,Stanford University,Know HBV And HCV,Beginner,50.0,English,3,0,Self-paced on your time,Medicine
edX,University of Baltimore-University System of Maryland,The Supreme Court & American Politics,Beginner,29.0,English,4,6216,Self-paced on your time,Law
edX,Queen’s University,Sales Enablement & Analytics,Beginner,149.0,English,4,0,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,Intermediate,25.0,Español,5,16423,Self-paced on your time,Business & Management
edX,Tecnológico de Monterrey,Liderazgo en la empresa familiar,Intermediate,49.0,Español,4,10969,Self-paced on your time,Business & Management
edX,Università degli Studi di Napoli Federico II,Comparative Political Systems,Beginner,59.0,English,3,6934,Self-paced on your time,Social Sciences
edX,Universidad Autónoma de Madrid,Introducción al Derecho en la vida cotidiana,Beginner,49.0,Español,4,0,Self-paced on your time,Law
edX,University System of Maryland-University of Maryland Global Campus,Cloud Computing for Enterprises,Intermediate,299.0,English,4,27241,Instructor-led on a course schedule,Computer Science
edX,The University of Michigan,Diversity and Social Justice in Social Work,Advanced,199.0,English,5,11055,Self-paced on your time,Social Sciences
edX,The University of Michigan,Public Library Marketing and Public Relations,Beginner,49.0,English,5,7525,Self-paced on your time,Humanities
edX,Doane University,"Healthcare Finance, Economics and Risk",Intermediate,199.0,English,1,8006,Self-paced on your time,Economics & Finance
edX,Universitat Politècnica de Valencia,Reacciones Químicas y Cálculos Estequiométricos,Beginner,49.0,Español,2,8907,Self-paced on your time,Chemistry
edX,Columbia University,Seeking Women’s Rights: Colonial Period to the Civil War,Intermediate,50.0,English,4,5157,Self-paced on your time,History
edX,edX,VideoX: Creating Video for the edX Platform,Beginner,99.0,English,5,12159,Self-paced on your time,Education & Teacher Training
edX,Pontificia Universidad Javeriana,Comisión de la Verdad Colombia,Beginner,29.0,Español,4,0,Self-paced on your time,History
edX,University of Adelaide,MathTrackX: Probability,Beginner,79.0,English,4,0,Self-paced on your time,Math
edX,IsraelX,Health Informatics for better and safer healthcare,Beginner,49.0,English,5,0,Self-paced on your time,Health & Safety
